Brand,Model Name,Date,Mileage,Warranty,Image URL
NISSAN,Leaf Electrique 40kWh,2022,20 883 km,Garantie 12 mois,https://feassets.bymycar.fr/vo/104/256173/0/nissan-leaf-electrique-40kwh-occasion-2022-laxou.jpg
PEUGEOT,308 Electrique 54 kWh 156ch,2024,6 000 km,Garantie 12 mois,https://feassets.bymycar.fr/vo/6/256036/0/peugeot-308-electrique-54-kwh-156ch-occasion-2024-cluses.jpg
AUDI,Q4 e-tron 40 204 ch 82 kW,2022,20 644 km,Garantie 24 MOIS,https://feassets.bymycar.fr/vo/119/256013/0/audi-q4-e-tron-40-204-ch-82-kw-occasion-2022-la-garde.jpg
AUDI,e-tron Sportback 55 quattro 408 ch,2023,10 950 km,Garantie 9 mois,https://feassets.bymycar.fr/vo/100/256003/0/audi-e-tron-sportback-55-quattro-408-ch-occasion-2023-fleury-les-aubrais.jpg
SMART,Smart #3 272 ch,2024,5 000 km,Garantie 31 mois,N/A
SMART,Smart #1 272 ch,2023,2 000 km,Garantie 28 mois,N/A
FORD,Mustang Mach-E Extended Range 99 kWh 351 ch AWD,2021,11 172 km,Garantie 12 mois,N/A
VOLKSWAGEN,E-Golf 136 Electrique,2019,36 605 km,Garantie 12 mois,N/A
AUDI,RS e-tron GT 598 ch quattro,2022,2 201 km,Garantie 0 MOIS,N/A
RENAULT,Twingo III Achat Intégral,2021,11 141 km,Garantie 12 mois,N/A
OPEL,VIVARO-E FGN TAILLE XL ELECTRIQUE 100 KW BATTERIE 75 KWH,2024,100 km,Garantie 19 mois,https://feassets.bymycar.fr/vo/41/255510/0/opel-vivaro-e-fgn-taille-xl-electrique-100-kw-batterie-75-kwh-occasion-2024-fontaine.jpg
PEUGEOT,208 Electrique 50 kWh 136ch,2020,52 986 km,Garantie 12 mois,https://feassets.bymycar.fr/vo/7/255493/0/peugeot-208-electrique-50-kwh-136ch-occasion-2020-annemasse.jpg
AUDI,Q4 e-tron Sportback 40 204 ch 82 kW,2022,13 019 km,Garantie 12 mois,https://feassets.bymycar.fr/vo/96/255477/0/audi-q4-e-tron-sportback-40-204-ch-82-kw-occasion-2022-limonest.jpg
RENAULT,Zoe R90,2019,112 237 km,Garantie 6 mois,https://feassets.bymycar.fr/vo/13/255438/0/renault-zoe-r90-occasion-2019-epinal.jpg
OPEL,Mokka Electrique 136 ch & Batterie 50 kWh,2024,7 000 km,Garantie 18 mois,https://feassets.bymycar.fr/vo/2/255431/0/opel-mokka-electrique-136-ch---batterie-50-kwh-occasion-2024-annecy.jpg
DACIA,Spring Achat Intégral,2022,20 953 km,Garantie 12 mois,https://feassets.bymycar.fr/vo/104/255421/0/dacia-spring-achat-integral-occasion-2022-laxou.jpg
VOLKSWAGEN,ID.4 204 ch,2023,13 439 km,Garantie 33 mois,https://feassets.bymycar.fr/vo/120/255392/0/volkswagen-id4-204-ch-occasion-2023-ollioules.jpg
VOLKSWAGEN,ID.4 204 ch,2023,11 060 km,Garantie 33 mois,https://feassets.bymycar.fr/vo/120/255384/0/volkswagen-id4-204-ch-occasion-2023-ollioules.jpg
RENAULT,Zoe R110 Achat Intégral - 21,2022,55 860 km,Garantie 12 mois,https://feassets.bymycar.fr/vo/70/255350/0/renault-zoe-r110-achat-integral---21-occasion-2022-villefranche-sur-saone.jpg
OPEL,Corsa Electrique 156 ch & Batterie 51 kWh,2024,4 500 km,Garantie 19 mois,https://feassets.bymycar.fr/vo/3/255298/0/opel-corsa-electrique-156-ch---batterie-51-kwh-occasion-2024-chambery.jpg
AUDI,e-tron GT 476 ch quattro,2023,38 512 km,Garantie 18 mois,https://feassets.bymycar.fr/vo/12/255240/0/audi-e-tron-gt-476-ch-quattro-occasion-2023-avignon.jpg
SKODA,Enyaq Coupé iV RS,2023,10 000 km,Garantie 40 mois,https://feassets.bymycar.fr/vo/118/255185/0/skoda-enyaq-coupe-iv-rs-occasion-2023-la-garde.jpg
VOLKSWAGEN,ID.3 150 ch Pure Performance,2022,22 583 km,Garantie 9 mois,https://feassets.bymycar.fr/vo/118/255184/0/volkswagen-id3-150-ch-pure-performance-occasion-2022-la-garde.jpg
BYD,Han 85 kWh 517ch,2023,9 500 km,Garantie 63 mois,https://feassets.bymycar.fr/vo/115/255180/0/byd-han-85-kwh-517ch-occasion-2023-paris.jpg
BYD,"Dolphin 60,4 kWh 204 ch",2023,6 000 km,Garantie 63 mois,https://feassets.bymycar.fr/vo/115/255179/0/byd-dolphin-604-kwh-204-ch-occasion-2023-paris.jpg
RENAULT,Megane E-Tech EV60 220 ch optimum charge,2024,5 000 km,Garantie 24 MOIS,https://feassets.bymycar.fr/vo/46/255066/0/renault-megane-e-tech-ev60-220-ch-optimum-charge-occasion-2024-pont-a-mousson.jpg
PEUGEOT,208 Electrique 50 kWh 136ch,2022,20 016 km,Garantie 12 mois,https://feassets.bymycar.fr/vo/42/255063/0/peugeot-208-electrique-50-kwh-136ch-occasion-2022-sallanches.jpg
VOLKSWAGEN,ID.5 204 ch,2023,100 km,Garantie 24 MOIS,https://feassets.bymycar.fr/vo/120/255030/0/volkswagen-id5-204-ch-occasion-2023-ollioules.jpg
VOLKSWAGEN UTILITAIRES,ID. Buzz 204 ch Pro,2024,9 000 km,Garantie 55 mois,N/A
DACIA,Spring Achat Intégral,2022,17 034 km,Garantie 12 mois,N/A
AUDI,Q8 e-tron 55 408 ch 114 kWh Quattro,2024,5 000 km,Garantie 43 mois,N/A
PEUGEOT,E-PARTNER FOURGON M 800 KG 136 CH BATTERIE 50 KWH,2023,100 km,Garantie 24 MOIS,N/A
SMART,Smart #1 272 ch,2023,4 500 km,Garantie 28 mois,N/A
BMW i,i3 94 Ah 170 ch,2017,52 143 km,Garantie 12 mois,N/A
RENAULT,Twingo III E-Tech,2022,26 882 km,Garantie 12 mois,https://feassets.bymycar.fr/vo/104/254536/0/renault-twingo-iii-e-tech-occasion-2022-laxou.jpg
FIAT,500 e 118 ch,2023,9 434 km,Garantie 12 mois,https://feassets.bymycar.fr/vo/20/254421/0/fiat-500-e-118-ch-occasion-2023-carpentras.jpg
SMART,Fortwo Coupé 82 ch,2021,43 869 km,Garantie 12 mois,https://feassets.bymycar.fr/vo/75/254362/0/smart-fortwo-coupe-82-ch-occasion-2021-villeneuve-loubet.jpg
VOLKSWAGEN,ID.4 204 ch Pro Performance,2023,4 620 km,Garantie 24 MOIS,https://feassets.bymycar.fr/vo/17/254296/0/volkswagen-id4-204-ch-pro-performance-occasion-2023-avignon.jpg
BYD,"Atto 3 60,5 kWh 204 ch",2023,9 500 km,Garantie 64 mois,https://feassets.bymycar.fr/vo/115/254274/0/byd-atto-3-605-kwh-204-ch-occasion-2023-paris.jpg
BYD,"Atto 3 60,5 kWh 204 ch",2023,9 500 km,Garantie 64 mois,https://feassets.bymycar.fr/vo/115/254272/0/byd-atto-3-605-kwh-204-ch-occasion-2023-paris.jpg
BYD,"Atto 3 60,5 kWh 204 ch",2023,9 500 km,Garantie 64 mois,https://feassets.bymycar.fr/vo/115/254271/0/byd-atto-3-605-kwh-204-ch-occasion-2023-paris.jpg
BYD,Han 85 kWh 517ch,2024,6 000 km,Garantie 67 mois,https://feassets.bymycar.fr/vo/115/254269/0/byd-han-85-kwh-517ch-occasion-2024-paris.jpg
RENAULT,Twingo III Achat Intégral - 21,2022,25 792 km,Garantie 12 mois,https://feassets.bymycar.fr/vo/15/254208/0/renault-twingo-iii-achat-integral---21-occasion-2022-verdun.jpg
RENAULT,Zoe R110 Achat Intégral,2020,22 450 km,Garantie 12 mois,https://feassets.bymycar.fr/vo/15/254201/0/renault-zoe-r110-achat-integral-occasion-2020-verdun.jpg
DACIA,Spring Achat Intégral,2022,6 927 km,Garantie 12 mois,https://feassets.bymycar.fr/vo/104/254171/0/dacia-spring-achat-integral-occasion-2022-laxou.jpg
MERCEDES,EQT 200,2023,7 900 km,Garantie 17 mois,https://feassets.bymycar.fr/vo/121/253855/0/mercedes-eqt-200-occasion-2023-la-garde.jpg
AUDI,Q4 e-tron Sportback 35 170 ch 55 kW,2022,28 368 km,Garantie 30 mois,https://feassets.bymycar.fr/vo/12/253673/0/audi-q4-e-tron-sportback-35-170-ch-55-kw-occasion-2022-avignon.jpg
VOLKSWAGEN,ID.3 204 ch Pro Performance,2023,2 312 km,Garantie 16 mois,https://feassets.bymycar.fr/vo/17/253637/0/volkswagen-id3-204-ch-pro-performance-occasion-2023-avignon.jpg
VOLKSWAGEN,ID.3 204 ch Pro,2023,8 766 km,Garantie 24 MOIS,https://feassets.bymycar.fr/vo/24/253546/0/volkswagen-id3-204-ch-pro-occasion-2023-cavaillon.jpg
RENAULT,Twingo III E-Tech,2022,15 812 km,Garantie 12 mois,https://feassets.bymycar.fr/vo/15/253525/0/renault-twingo-iii-e-tech-occasion-2022-verdun.jpg
PORSCHE,Taycan 476 ch avec batterie performance plus,2022,17 400 km,Garantie 24 MOIS,https://feassets.bymycar.fr/vo/96/253431/0/porsche-taycan-476-ch-avec-batterie-performance-plus-occasion-2022-limonest.jpg
BMW,i5 M60 xDrive 601 ch,2023,8 500 km,Garantie 24 MOIS,https://feassets.bymycar.fr/vo/35/253389/0/bmw-i5-m60-xdrive-601-ch-occasion-2023-saint-thibault-des-vignes.jpg
MERCEDES,SPRINTER FGN 312 39 3.5T FWD,2023,100 km,Garantie 18 mois,N/A
MERCEDES,E SPRINTER FG 39 3.5T FWD,2023,10 km,Garantie 18 mois,N/A
AUDI,SQ8 e-tron Sportback 503 ch 114 kWh Quattro,2024,8 600 km,Garantie 19 mois,N/A
BMW i,i4 M50 544 ch BVA,2024,8 000 km,Garantie 19 mois,N/A
VOLKSWAGEN,e-UP Electrique,2019,48 860 km,Garantie 12 mois,N/A
VOLKSWAGEN,ID.7 Pro 286 ch,2023,4 667 km,Garantie 41 mois,N/A
VOLKSWAGEN,ID.5 174 ch,2023,4 699 km,Garantie 12 mois,https://feassets.bymycar.fr/vo/17/252913/0/volkswagen-id5-174-ch-occasion-2023-avignon.jpg
PEUGEOT,208 Electrique 50 kWh 136ch,2023,50 km,N/A,https://feassets.bymycar.fr/vo/7/252733/0/peugeot-208-electrique-50-kwh-136ch-occasion-2023-annemasse.jpg
RENAULT,Twingo III Achat Intégral - 21,2022,27 174 km,Garantie 12 mois,https://feassets.bymycar.fr/vo/23/252505/0/renault-twingo-iii-achat-integral---21-occasion-2022-epinal.jpg
MERCEDES,SPRINTER FGN 312 39 3.5T FWD,2024,0 km,Garantie 24 MOIS,https://feassets.bymycar.fr/vo/121/252477/0/mercedes-sprinter-fgn-312-39-35t-fwd-occasion-2024-la-garde.jpg
MERCEDES,EQC 400 4Matic,2023,11 900 km,Garantie 10 mois,https://feassets.bymycar.fr/vo/116/252232/0/mercedes-eqc-400-4matic-occasion-2023-la-garde.jpg
BMW i,i3 120 Ah 170 ch BVA,2022,12 051 km,N/A,https://feassets.bymycar.fr/vo/37/252179/0/bmw-i-i3-120-ah-170-ch-bva-occasion-2022-chennevieres-sur-marne.jpg
BMW i,i4 eDrive40 340 ch BVA,2023,23 884 km,Garantie 6 mois,https://feassets.bymycar.fr/vo/37/252173/0/bmw-i-i4-edrive40-340-ch-bva-occasion-2023-chennevieres-sur-marne.jpg
VOLKSWAGEN,ID.5 299 ch,2023,0 km,Garantie 18 mois,https://feassets.bymycar.fr/vo/120/252111/0/volkswagen-id5-299-ch-occasion-2023-ollioules.jpg
VOLKSWAGEN,e-up! 83 Electrique,2023,10 km,Garantie 42 mois,https://feassets.bymycar.fr/vo/120/252107/0/volkswagen-e-up-83-electrique-occasion-2023-ollioules.jpg
VOLKSWAGEN,ID.4 149 ch Pure,2023,10 km,Garantie 18 mois,https://feassets.bymycar.fr/vo/118/252097/0/volkswagen-id4-149-ch-pure-occasion-2023-la-garde.jpg
VOLKSWAGEN,ID.4 204 ch,2023,10 km,Garantie 18 mois,https://feassets.bymycar.fr/vo/118/252095/0/volkswagen-id4-204-ch-occasion-2023-la-garde.jpg
VOLKSWAGEN,ID.4 204 ch,2023,10 km,Garantie 18 mois,https://feassets.bymycar.fr/vo/118/252094/0/volkswagen-id4-204-ch-occasion-2023-la-garde.jpg
VOLKSWAGEN,ID.5 299 ch,2023,10 km,Garantie 18 mois,https://feassets.bymycar.fr/vo/118/252093/0/volkswagen-id5-299-ch-occasion-2023-la-garde.jpg
VOLKSWAGEN,ID.4 204 ch,2023,10 km,Garantie 18 mois,https://feassets.bymycar.fr/vo/118/252092/0/volkswagen-id4-204-ch-occasion-2023-la-garde.jpg
FORD,Mustang Mach-E Extended Range 99 kWh 351 ch AWD,2021,40 507 km,Garantie 12 mois,https://feassets.bymycar.fr/vo/26/251994/0/ford-mustang-mach-e-extended-range-99-kwh-351-ch-awd-occasion-2021-fontaine.jpg
MERCEDES,EQE 350+,2022,15 606 km,Garantie 24 MOIS,https://feassets.bymycar.fr/vo/116/251958/0/mercedes-eqe-350+-occasion-2022-la-garde.jpg
SKODA,Enyaq iV 80,2023,7 000 km,Garantie 24 MOIS,https://feassets.bymycar.fr/vo/102/251884/0/skoda-enyaq-iv-80-occasion-2023-orleans.jpg
VOLKSWAGEN,ID.7 Pro 286 ch,2023,2 156 km,Garantie 41 mois,https://feassets.bymycar.fr/vo/4/251847/0/volkswagen-id7-pro-286-ch-occasion-2023-orange.jpg
BMW i,i3s 120 Ah 184 ch BVA,2020,30 000 km,Garantie 24 MOIS,N/A
AUDI,e-tron GT 476 ch quattro,2022,14 980 km,Garantie 12 mois,N/A
VOLKSWAGEN,ID.5 204 ch Pro Performance,2022,500 km,Garantie 6 mois,N/A
PEUGEOT,Traveller Standard Electrique 50 kWh 136ch,2021,14 567 km,Garantie 12 mois,N/A
VOLKSWAGEN,ID.4 299 ch,2023,4 500 km,Garantie 54 mois,N/A
VOLKSWAGEN,ID.4 204 ch,2023,3 990 km,Garantie 36 Mois,N/A
FIAT,600 e 54 kWh 156 ch,2023,1 000 km,Garantie 15 mois,https://feassets.bymycar.fr/vo/9/251505/0/fiat-600-e-54-kwh-156-ch-occasion-2023-albertville.jpg
NISSAN,Leaf Electrique 62kWh,2024,4 000 km,Garantie 24 MOIS,https://feassets.bymycar.fr/vo/73/251420/0/nissan-leaf-electrique-62kwh-occasion-2024-rillieux-la-pape.jpg
NISSAN,Leaf Electrique 62kWh,2024,10 km,Garantie 24 MOIS,https://feassets.bymycar.fr/vo/73/251419/0/nissan-leaf-electrique-62kwh-occasion-2024-rillieux-la-pape.jpg
BMW i,i4 eDrive40 340 ch BVA,2023,8 000 km,Garantie 24 MOIS,https://feassets.bymycar.fr/vo/27/251365/0/bmw-i-i4-edrive40-340-ch-bva-occasion-2023-noisy-le-sec.jpg
VOLKSWAGEN,e-UP Electrique,2018,46 129 km,Garantie 12 mois,https://feassets.bymycar.fr/vo/69/251268/0/volkswagen-e-up-electrique-occasion-2018-vaulx-en-velin.jpg
BMW i,i3 120 Ah 170 ch BVA,2021,26 455 km,N/A,https://feassets.bymycar.fr/vo/37/251261/0/bmw-i-i3-120-ah-170-ch-bva-occasion-2021-chennevieres-sur-marne.jpg
NISSAN,Leaf Electrique 40kWh,2021,22 341 km,Garantie 12 mois,https://feassets.bymycar.fr/vo/73/251105/0/nissan-leaf-electrique-40kwh-occasion-2021-rillieux-la-pape.jpg
VOLKSWAGEN,ID.5 204 ch,2023,100 km,Garantie 24 MOIS,https://feassets.bymycar.fr/vo/120/251075/0/volkswagen-id5-204-ch-occasion-2023-ollioules.jpg
VOLKSWAGEN,ID.5 204 ch,2023,5 350 km,Garantie 24 MOIS,https://feassets.bymycar.fr/vo/120/251074/0/volkswagen-id5-204-ch-occasion-2023-ollioules.jpg
VOLKSWAGEN,ID.4 204 ch,2023,12 500 km,Garantie 24 MOIS,https://feassets.bymycar.fr/vo/118/251072/0/volkswagen-id4-204-ch-occasion-2023-la-garde.jpg
BMW i,i3 120 Ah 170 ch BVA,2020,39 359 km,N/A,https://feassets.bymycar.fr/vo/37/250918/0/bmw-i-i3-120-ah-170-ch-bva-occasion-2020-chennevieres-sur-marne.jpg
VOLKSWAGEN UTILITAIRES,ID. BUZZ CARGO 204 CH,2023,8 000 km,Garantie 24 MOIS,https://feassets.bymycar.fr/vo/16/250892/0/volkswagen-utilitaires-id-buzz-cargo-204-ch-occasion-2023-ladoix-serrigny.jpg
SMART,Smart #1 272 ch,2023,5 000 km,Garantie 24 MOIS,https://feassets.bymycar.fr/vo/92/250839/0/smart-smart--1-272-ch-occasion-2023-villeneuve-loubet.jpg
OPEL,Corsa Electrique 136 ch & Batterie 50 kWh,2021,31 350 km,Garantie 12 mois,https://feassets.bymycar.fr/vo/73/250831/0/opel-corsa-electrique-136-ch---batterie-50-kwh-occasion-2021-rillieux-la-pape.jpg
VOLKSWAGEN,ID.7 Pro 286 ch,2023,9 000 km,Garantie 41 mois,https://feassets.bymycar.fr/vo/69/250826/0/volkswagen-id7-pro-286-ch-occasion-2023-vaulx-en-velin.jpg
NISSAN,Leaf Electrique 40kWh,2023,5 000 km,N/A,https://feassets.bymycar.fr/vo/107/250708/0/nissan-leaf-electrique-40kwh-occasion-2023-nice.jpg
DS,DS3 Crossback E-Tense,2021,17 447 km,Garantie 6 mois,https://feassets.bymycar.fr/vo/46/250638/0/ds-ds3-crossback-e-tense-occasion-2021-pont-a-mousson.jpg
AUDI,e-tron GT 476 ch quattro,2022,31 533 km,Garantie 12 mois,https://feassets.bymycar.fr/vo/24/250615/0/audi-e-tron-gt-476-ch-quattro-occasion-2022-cavaillon.jpg
PEUGEOT,2008 Electrique 136 ch,2021,8 842 km,Garantie 12 mois,N/A
BMW i,i4 M50 544 ch BVA,2023,10 km,Garantie 24 MOIS,N/A
DACIA,Spring Achat Intégral,Business 2022,20 950 km,Garantie 12 mois,N/A
SMART,Smart #1 272 ch,2023,2 000 km,Garantie 29 mois,N/A
VOLKSWAGEN UTILITAIRES,ID. Buzz 204 ch Pro,2023,7 000 km,Garantie 24 MOIS,N/A
PEUGEOT,E-PARTNER FOURGON M 800 KG 136 CH BATTERIE 50 KWH,2023,2 890 km,Garantie 24 MOIS,N/A
PEUGEOT,2008 Electrique 136 ch,2023,10 km,Garantie 11 mois,https://feassets.bymycar.fr/vo/43/250226/0/peugeot-2008-electrique-136-ch-occasion-2023-anthy-sur-leman.jpg
BMW i,i4 M50 544 ch BVA,2023,8 500 km,Garantie 24 MOIS,https://feassets.bymycar.fr/vo/27/250212/0/bmw-i-i4-m50-544-ch-bva-occasion-2023-noisy-le-sec.jpg
PEUGEOT,E-PARTNER FOURGON M 800 KG 136 CH BATTERIE 50 KWH,2023,100 km,Garantie 24 MOIS,https://feassets.bymycar.fr/vo/7/250163/0/peugeot-e-partner-fourgon-m-800-kg-136-ch-batterie-50-kwh-occasion-2023-annemasse.jpg
PEUGEOT,2008 Electrique 136 ch,2023,7 500 km,Garantie 12 mois,https://feassets.bymycar.fr/vo/6/250160/0/peugeot-2008-electrique-136-ch-occasion-2023-cluses.jpg
VOLKSWAGEN,ID.5 204 ch,2023,10 km,Garantie 24 MOIS,https://feassets.bymycar.fr/vo/118/250147/0/volkswagen-id5-204-ch-occasion-2023-la-garde.jpg
AUDI,Q4 e-tron Sportback 45 quattro 265 ch 82 kW,2022,20 500 km,Garantie 12 mois,https://feassets.bymycar.fr/vo/64/249916/0/audi-q4-e-tron-sportback-45-quattro-265-ch-82-kw-occasion-2022-saint-priest-en-jarez.jpg
CITROEN,e-C4 136 ch Automatique,2022,5 333 km,Garantie 12 mois,https://feassets.bymycar.fr/vo/122/249842/0/citroen-e-c4-136-ch-automatique-occasion-2022-six-fours-les-plages.jpg
VOLKSWAGEN,ID.7 Pro 286 ch,2023,8 000 km,Garantie 41 mois,https://feassets.bymycar.fr/vo/23/249741/0/volkswagen-id7-pro-286-ch-occasion-2023-epinal.jpg
AUDI,Q4 e-tron 40 204 ch 82 kWh,2023,10 965 km,Garantie 24 MOIS,https://feassets.bymycar.fr/vo/65/249658/0/audi-q4-e-tron-40-204-ch-82-kwh-occasion-2023-saint-priest-en-jarez.jpg
VOLKSWAGEN,ID.3 204 ch Pro Performance,2023,6 000 km,Garantie 24 MOIS,https://feassets.bymycar.fr/vo/64/249650/0/volkswagen-id3-204-ch-pro-performance-occasion-2023-saint-priest-en-jarez.jpg
VOLKSWAGEN,ID.5 299 ch,2023,10 844 km,Garantie 24 MOIS,https://feassets.bymycar.fr/vo/63/249642/0/volkswagen-id5-299-ch-occasion-2023-le-coteau.jpg
VOLKSWAGEN,ID.7 Pro 286 ch,2023,7 500 km,Garantie 24 MOIS,https://feassets.bymycar.fr/vo/101/249544/0/volkswagen-id7-pro-286-ch-occasion-2023-fleury-les-aubrais.jpg
VOLKSWAGEN,ID.7 Pro 286 ch,2023,9 000 km,Garantie 41 mois,https://feassets.bymycar.fr/vo/91/249541/0/volkswagen-id7-pro-286-ch-occasion-2023-saint-romain-en-gal.jpg
BMW i,iX xDrive50 523ch,2022,11 676 km,Garantie 24 MOIS,https://feassets.bymycar.fr/vo/32/249469/0/bmw-i-ix-xdrive50-523ch-occasion-2022-paris.jpg
VOLVO,C40 Recharge Extended Range 252 ch 1EDT,2023,7 191 km,Garantie 12 mois,https://feassets.bymycar.fr/vo/119/249396/0/volvo-c40-recharge-extended-range-252-ch-1edt-occasion-2023-la-garde.jpg
VOLKSWAGEN,ID.7 Pro 286 ch,2023,5 000 km,Garantie 24 MOIS,https://feassets.bymycar.fr/vo/63/249350/0/volkswagen-id7-pro-286-ch-occasion-2023-le-coteau.jpg
VOLKSWAGEN,ID.5 204 ch Pro Performance,2023,6 000 km,Garantie 24 MOIS,https://feassets.bymycar.fr/vo/102/249232/0/volkswagen-id5-204-ch-pro-performance-occasion-2023-orleans.jpg
PEUGEOT,E-PARTNER FOURGON M 800 KG 136 CH BATTERIE 50 KWH,2023,100 km,Garantie 11 mois,https://feassets.bymycar.fr/vo/43/249107/0/peugeot-e-partner-fourgon-m-800-kg-136-ch-batterie-50-kwh-occasion-2023-anthy-sur-leman.jpg
BMW i,iX M60 619ch,2024,6 000 km,Garantie 24 MOIS,N/A
OPEL,Astra Electrique 156 ch & Batterie 54 kWh,2023,8 700 km,Garantie 17 mois,N/A
VOLKSWAGEN,ID.7 Pro 286 ch,2023,9 000 km,Garantie 24 MOIS,N/A
VOLKSWAGEN,ID.7 Pro 286 ch,2023,8 000 km,Garantie 41 mois,N/A
MERCEDES,EQS 580 4Matic,2023,5 000 km,Garantie 7 mois,N/A
VOLKSWAGEN,ID.7 Pro 286 ch,2023,8 500 km,Garantie 24 MOIS,N/A
BMW,iX1 xDrive30 313ch BVA,2023,6 000 km,Garantie 16 mois,https://feassets.bymycar.fr/vo/37/248392/0/bmw-ix1-xdrive30-313ch-bva-occasion-2023-chennevieres-sur-marne.jpg
SKODA,Enyaq Coupé iV RS,2023,8 500 km,Garantie 24 MOIS,https://feassets.bymycar.fr/vo/70/248303/0/skoda-enyaq-coupe-iv-rs-occasion-2023-villefranche-sur-saone.jpg
AUDI,Q4 e-tron Sportback 40 204 ch 82 kWh,2023,16 380 km,Garantie 8 mois,https://feassets.bymycar.fr/vo/90/248204/0/audi-q4-e-tron-sportback-40-204-ch-82-kwh-occasion-2023-bourgoin-jallieu.jpg
MERCEDES,EQT 200,2023,9 000 km,Garantie 24 MOIS,https://feassets.bymycar.fr/vo/117/247966/0/mercedes-eqt-200-occasion-2023-roquebrune-sur-argens.jpg
VOLKSWAGEN,ID.7 Pro 286 ch,2023,5 000 km,Garantie 24 MOIS,https://feassets.bymycar.fr/vo/64/247887/0/volkswagen-id7-pro-286-ch-occasion-2023-saint-priest-en-jarez.jpg
VOLKSWAGEN,ID.5 204 ch Pro Performance,2022,10 000 km,Garantie 24 MOIS,https://feassets.bymycar.fr/vo/64/247886/0/volkswagen-id5-204-ch-pro-performance-occasion-2022-saint-priest-en-jarez.jpg
VOLKSWAGEN,ID.5 299 ch GTX,2022,4 215 km,Garantie 23 mois,https://feassets.bymycar.fr/vo/120/247870/0/volkswagen-id5-299-ch-gtx-occasion-2022-ollioules.jpg
AUDI,Q4 e-tron 40 204 ch 82 kW,2021,49 000 km,Garantie 12 mois,https://feassets.bymycar.fr/vo/65/247708/0/audi-q4-e-tron-40-204-ch-82-kw-occasion-2021-saint-priest-en-jarez.jpg
NISSAN,Leaf Electrique 40kWh,2023,4 500 km,Garantie 28 mois,https://feassets.bymycar.fr/vo/108/247512/0/nissan-leaf-electrique-40kwh-occasion-2023-le-cannet.jpg
BMW i,i4 M50 544 ch BVA,2024,6 900 km,Garantie 24 MOIS,https://feassets.bymycar.fr/vo/35/247206/0/bmw-i-i4-m50-544-ch-bva-occasion-2024-saint-thibault-des-vignes.jpg
AUDI,Q4 e-tron 35 170 ch 55 kW,2022,22 700 km,Garantie 12 mois,https://feassets.bymycar.fr/vo/96/247115/0/audi-q4-e-tron-35-170-ch-55-kw-occasion-2022-limonest.jpg
BMW i,i4 eDrive40 340 ch BVA,2023,8 500 km,Garantie 16 mois,https://feassets.bymycar.fr/vo/37/247082/0/bmw-i-i4-edrive40-340-ch-bva-occasion-2023-chennevieres-sur-marne.jpg
PEUGEOT,2008 Electrique 136 ch,2023,100 km,Garantie 12 mois,https://feassets.bymycar.fr/vo/7/247033/0/peugeot-2008-electrique-136-ch-occasion-2023-annemasse.jpg
KIA,e-Niro Electrique 204 ch,2021,38 917 km,Garantie 12 mois,https://feassets.bymycar.fr/vo/102/246877/0/kia-e-niro-electrique-204-ch-occasion-2021-orleans.jpg
OPEL,Corsa Electrique 136 ch & Batterie 50 kWh,2020,14 059 km,Garantie 12 mois,https://feassets.bymycar.fr/vo/122/246651/0/opel-corsa-electrique-136-ch---batterie-50-kwh-occasion-2020-six-fours-les-plages.jpg
VOLKSWAGEN,ID.3 204 ch Pro,2023,7 108 km,N/A,https://feassets.bymycar.fr/vo/120/246495/0/volkswagen-id3-204-ch-pro-occasion-2023-ollioules.jpg
BMW i,i3 120 Ah 170 ch BVA,2019,29 425 km,Garantie 24 MOIS,https://feassets.bymycar.fr/vo/35/245980/0/bmw-i-i3-120-ah-170-ch-bva-occasion-2019-saint-thibault-des-vignes.jpg
VOLKSWAGEN,ID.5 204 ch Pro Performance,2023,9 024 km,Garantie 24 MOIS,https://feassets.bymycar.fr/vo/69/245846/0/volkswagen-id5-204-ch-pro-performance-occasion-2023-vaulx-en-velin.jpg
VOLKSWAGEN,ID.5 204 ch Pro Performance,2023,9 000 km,Garantie 12 mois,N/A
AUDI,Q4 e-tron Sportback 35 170 ch 55 kW,2023,9 081 km,Garantie 14 mois,N/A
VOLKSWAGEN,ID.5 204 ch,2023,10 km,Garantie 24 MOIS,N/A
VOLKSWAGEN,ID.5 174 ch,2023,100 km,Garantie 24 MOIS,N/A
AUDI,Q4 e-tron 35 170 ch 55 kW,2022,100 km,Garantie 24 MOIS,N/A
BMW i,iX xDrive50 523ch,2023,7 900 km,Garantie 24 MOIS,N/A
AUDI,e-tron Sportback 50 quattro 313 ch,2020,30 000 km,Garantie 12 mois,https://feassets.bymycar.fr/vo/65/244891/0/audi-e-tron-sportback-50-quattro-313-ch-occasion-2020-saint-priest-en-jarez.jpg
BMW,i5 M60 xDrive 601 ch,2023,8 000 km,Garantie 36 Mois,https://feassets.bymycar.fr/vo/32/244858/0/bmw-i5-m60-xdrive-601-ch-occasion-2023-paris.jpg
AUDI,RS e-tron GT 598 ch quattro,2021,17 708 km,Garantie 6 mois,https://feassets.bymycar.fr/vo/12/244503/0/audi-rs-e-tron-gt-598-ch-quattro-occasion-2021-avignon.jpg
VOLKSWAGEN,ID.4 204 ch,2022,13 006 km,Garantie 24 MOIS,https://feassets.bymycar.fr/vo/17/244325/0/volkswagen-id4-204-ch-occasion-2022-avignon.jpg
